timestamp,Physic_1,Physic_2,Physic_3,Physical_4
11.44,11,25,24,8609
8.32,11,25,24,8609
10.16,11,25,24,8617
10.08,12,25,24,8105
9.93,12,25,24,8105
9.79,12,25,24,8105
10.21,12,25,24,8105
10.02,12,25,24,8105
9.97,11,25,24,8105
9.81,12,25,24,8105
10.19,12,25,24,8105
9.99,12,25,24,8620
9.78,11,25,24,8620
9.98,11,25,24,8620
10.02,11,25,24,8620
10.18,11,25,24,8620
9.81,11,25,24,8620
9.98,11,25,24,8615
10.02,11,25,24,8615
10.16,11,25,24,8615
9.84,11,25,24,8615
9.92,11,25,24,8615
10.32,11,25,24,8615
9.91,11,25,24,8615
9.86,11,25,24,8613
9.89,11,25,24,8613
10.1,11,25,24,8613
10.13,11,25,24,8615
9.87,11,25,24,8609
9.88,11,25,24,8605
10.13,11,25,24,8617
9.93,12,25,24,8105
10.06,12,25,24,8105
9.88,12,25,25,8105
10.28,12,25,25,8105
9.74,12,25,25,8105
10.11,12,24,25,8105
9.85,12,24,25,8105
10.35,12,24,25,8105
9.86,12,25,25,8105
10.15,12,25,25,8105
9.59,12,25,25,8105
10.19,12,24,25,8105
9.96,12,24,25,8105
10.21,12,24,24,8105
9.64,12,24,24,8105
10.18,12,24,24,8106
9.99,11,24,24,8106
10.22,11,25,24,8106
9.56,11,24,24,8099
10.39,11,24,24,8096
9.75,11,24,24,8093
10.1,11,24,24,8092
