timestamp,Physic_1,Physic_2,Physic_3,Physic_4
9.89,16,27,23,18
10.87,16,27,23,18
9.42,16,27,23,18
9.71,17,26,23,18
9.97,17,26,23,18
9.73,17,26,23,18
10.49,17,26,23,18
9.87,17,25,23,18
11.68,16,25,23,18
8.22,16,25,23,18
10.25,16,25,23,18
9.74,16,25,23,18
10.12,16,25,23,18
9.86,16,24,23,18
10.01,16,24,23,18
10.01,16,25,23,18
10.01,16,25,23,18
10.1,16,25,23,18
9.94,16,25,23,18
10.02,16,25,23,18
11.74,16,25,23,18
8.23,16,25,23,18
10.08,15,25,23,18
9.91,15,24,23,18
9.78,15,24,23,18
10.41,15,24,23,18
10.2,15,24,23,18
9.47,14,24,23,18
9.89,14,24,23,18
10.22,14,24,23,18
10.24,14,24,23,18
9.63,14,24,23,18
10.02,14,24,23,18
9.88,14,24,23,18
10.25,14,24,23,18
9.76,14,24,23,18
10.02,14,24,23,18
10.09,14,24,23,18
9.89,14,24,23,18
10.02,14,24,23,18
10.01,14,24,23,18
10.02,14,24,23,18
10.06,14,24,24,18
9.9,14,24,24,18
10.04,13,24,24,18
9.98,13,24,24,18
9.97,13,24,24,17
10.11,13,24,24,17
9.88,13,24,24,17
9.99,13,24,24,17
10.02,13,24,24,17
9.97,13,24,24,17
9.9,13,25,24,17
10.11,13,25,24,17
10.03,13,25,24,17
9.74,13,25,24,17
10.02,13,25,24,17
10.11,13,25,24,17
10.1,13,25,24,17
10.23,13,25,24,17
9.6,13,25,24,17
9.98,13,25,24,17
10.15,13,25,24,17
9.82,13,25,24,17
10.29,12,25,24,17
9.75,12,25,24,17
10.23,12,24,24,17
9.83,12,24,24,17
9.89,12,24,24,17
10,12,24,24,17
10.24,12,24,24,17
10.25,12,24,24,17
9.62,12,24,24,17
9.9,12,24,24,17
10.01,12,24,24,17
11.54,12,24,24,17
8.33,12,24,24,17
9.99,12,24,24,17
10.13,12,24,24,17
9.85,12,24,24,17
10.06,12,24,24,17
10.05,12,24,24,17
10.15,12,24,24,17
9.72,12,24,24,17
10.07,12,24,24,17
9.97,12,24,24,17
10.1,12,24,24,17
9.81,12,24,24,17
10.71,12,24,24,17
9.35,12,24,24,17
10.13,12,24,24,17
9.79,12,24,24,17
9.96,12,24,24,17
10.16,11,25,24,17
10.05,11,25,24,17
10.2,11,25,24,17
9.59,11,25,24,17
10.64,11,24,24,17
9.6,11,24,24,17
9.78,11,24,24,17
9.92,11,24,24,17
10.2,11,24,24,17
9.99,11,24,24,17
9.86,11,24,24,17
9.93,11,24,24,17
10.07,11,24,24,17
10.13,11,24,24,17
9.83,11,24,24,17
9.93,11,24,24,17
11.18,11,24,24,17
9.02,11,24,24,17
9.84,11,24,24,17
9.9,11,24,24,17
10.11,11,24,24,17
10.13,11,24,24,17
9.83,11,24,24,17
9.93,11,24,24,17
11.07,11,24,24,17
9.13,11,24,24,17
9.85,11,24,24,17
9.91,11,24,24,17
10.05,11,24,24,17
10.19,11,24,24,17
9.81,11,24,24,17
9.92,11,24,24,17
12,11,24,24,17
8.16,10,24,24,17
9.87,10,25,24,17
9.92,10,24,24,17
10.44,10,24,24,17
9.83,10,24,24,17
9.76,10,24,24,17
10.01,10,24,24,17
9.97,10,24,24,17
10.16,10,24,24,17
9.84,10,24,24,17
9.9,10,24,24,17
10.05,10,24,24,17
10.18,10,24,24,17
9.83,10,24,24,17
9.97,10,24,24,17
10.02,10,24,24,17
10.05,10,24,24,17
9.98,10,24,24,17
9.94,10,24,24,17
9.96,10,24,24,17
10.17,10,24,24,17
10.37,10,24,24,17
9.46,10,24,24,17
9.99,10,24,24,17
10.16,10,24,24,17
10.3,10,24,24,17
9.5,10,24,24,17
10.01,10,24,24,17
10.11,10,24,24,17
9.92,10,24,24,17
9.92,10,24,24,17
10,10,24,24,17
10.17,10,24,24,17
9.84,10,24,24,17
9.98,10,24,25,17
10.72,10,24,25,17
9.36,10,24,25,17
9.9,10,24,25,17
9.97,10,24,25,17
10.07,10,24,25,17
10.02,10,24,25,16
9.95,10,24,25,16
10,10,24,25,16
10.06,10,24,25,16
9.99,11,24,25,16
9.89,11,24,25,16
9.93,11,24,25,16
10.1,11,24,25,16
10.05,11,24,25,16
9.9,11,24,25,16
9.96,11,24,25,16
10.08,11,24,25,16
10.1,11,24,25,16
9.81,11,24,25,16
10,11,24,25,16
10.08,11,24,25,16
10.03,10,24,25,16
9.85,10,24,25,16
10.85,10,24,25,16
9.21,10,24,25,16
10.06,10,24,25,16
9.93,10,24,25,16
9.89,10,24,24,16
10.42,10,24,24,16
9.77,10,24,24,16
9.78,10,24,24,16
9.97,10,24,25,16
10.05,10,24,25,16
10.12,10,24,25,16
9.79,10,24,25,16
10.09,11,24,25,16
10.01,11,24,25,16
10.08,11,24,25,16
9.8,11,24,25,16
10.02,11,24,25,16
10.01,11,24,25,16
10.13,11,24,25,16
10.21,11,24,25,16
9.61,11,24,25,16
10.03,11,24,25,16
10.13,11,24,25,16
9.79,11,24,25,16
10.21,11,24,25,16
9.87,11,24,25,16
10.1,11,25,25,16
9.78,11,25,25,16
10.01,11,25,25,16
10.27,11,24,25,16
9.87,12,24,25,15
9.81,12,24,25,15
10.06,12,24,25,15
10.14,12,24,25,15
10.01,11,24,25,15
9.53,11,24,25,15
11.25,11,24,25,15
9.1,11,24,25,15
10.05,12,25,25,15
9.84,11,25,26,15
9.96,11,25,26,15
10.09,11,25,26,15
10.08,11,25,25,15
9.79,11,25,25,15
10.04,11,25,25,15
10.06,11,25,25,15
10.09,11,25,25,15
9.78,11,25,25,15
10.05,11,25,25,15
10.05,11,25,26,15
9.94,11,25,26,15
10.05,11,25,26,15
9.83,12,25,26,15
10.14,12,25,26,15
9.96,12,25,26,14
10.04,12,25,27,14
9.85,12,25,27,14
10.08,12,26,26,14
11.07,12,26,26,14
8.87,12,26,26,14
9.93,13,26,26,14
10.11,13,26,26,14
10.09,12,26,26,14
9.93,12,26,26,14
9.87,12,26,26,14
10.06,12,26,26,14
10.12,12,26,26,14
9.85,13,26,27,14
9.9,13,26,27,14
10.12,13,26,27,14
10.06,13,26,27,13
10.1,14,26,27,13
9.68,13,26,27,13
10.1,14,27,27,13
10.17,14,27,27,13
9.81,14,27,27,13
9.92,14,27,27,13
10.14,14,27,27,13
10.04,14,27,27,13
9.86,14,27,27,13
9.91,14,27,27,13
10.05,14,27,27,13
10.13,14,27,27,13
9.86,14,27,27,13
9.94,14,27,27,13
10.04,14,27,28,13
10.16,14,28,28,13
9.9,14,28,28,13
9.85,14,28,28,13
10.06,14,28,28,13
10.12,14,27,28,12
9.92,15,27,28,12
9.92,15,27,28,12
9.99,15,28,29,12
10.16,15,28,28,12
9.83,15,28,28,12
10,15,28,28,12
9.97,15,28,28,12
10.17,15,28,28,12
9.84,15,28,30,12
9.98,15,28,30,12
9.98,15,28,30,12
10.15,15,28,30,12
9.87,15,29,30,12
9.98,15,29,29,12
9.98,15,29,29,12
10.17,15,29,29,12
9.84,15,30,29,12
11.56,15,30,29,12
8.39,15,30,29,12
10.11,16,30,29,12
9.98,16,30,29,12
9.87,16,30,29,12
10,16,30,29,12
10.49,16,30,29,12
10.89,16,30,29,12
8.64,16,30,29,12
10.18,16,30,29,12
9.95,17,30,29,11
9.81,17,30,29,11
9.99,17,30,29,11
10.04,17,29,28,11
11.59,17,29,28,11
8.34,17,30,28,11
9.99,17,30,28,11
10.14,17,30,28,11
9.96,17,30,28,11
9.89,17,30,28,11
10.25,17,30,28,11
9.85,17,30,28,11
9.96,17,30,28,11
9.91,17,30,29,11
9.97,17,30,28,11
10.1,17,30,28,11
10.08,17,30,29,11
9.83,17,30,28,11
10.04,17,30,28,11
10,17,30,28,11
10.08,17,30,28,11
9.84,17,29,28,11
9.98,18,29,28,11
10.07,18,29,28,11
10.37,18,29,28,11
9.57,18,29,28,11
9.96,17,29,28,11
10.07,17,29,28,11
10.17,17,29,28,11
9.68,17,29,28,11
10.03,17,30,28,11
10.07,17,30,29,11
10.12,17,30,28,11
9.76,17,30,28,11
10.01,17,29,28,11
10.13,16,29,28,11
9.97,17,29,28,12
9.85,17,30,28,12
10.13,17,30,29,12
10.99,17,31,29,12
9.07,17,31,29,12
9.77,17,31,30,12
10.07,17,31,30,12
10.02,17,31,30,12
10.16,17,31,30,12
9.72,17,31,30,12
10.04,17,31,29,12
10.04,17,30,29,12
10.1,17,30,29,12
9.78,17,29,28,12
10.01,17,29,28,12
10.13,17,29,28,12
10.06,17,29,28,12
9.77,17,28,28,12
10.03,17,28,28,12
10.05,17,28,28,12
10.18,17,28,28,12
9.72,17,28,28,12
10.02,17,29,28,12
10.15,17,29,28,12
10,17,29,28,12
10.13,17,29,28,12
9.63,17,29,29,12
10.94,17,30,29,12
9.25,17,30,29,12
9.8,17,30,29,12
9.99,17,30,29,12
10.08,17,30,29,12
10.54,17,30,29,12
9.36,17,30,29,12
10.04,17,30,29,12
10.02,17,30,29,12
10.1,17,30,29,12
9.9,17,30,29,12
9.97,17,30,29,12
10.14,17,30,29,12
9.96,17,30,29,12
9.86,17,30,29,12
10,17,30,29,12
10.03,17,30,29,12
10.11,17,30,29,12
9.88,17,30,29,12
9.93,17,30,29,12
10.13,17,30,29,12
10,17,30,29,12
9.85,17,30,29,12
9.99,17,31,30,12
10.06,17,31,31,12
10.08,17,30,29,12
9.85,17,30,29,12
9.98,17,30,29,12
10.05,17,30,29,12
10.06,17,30,30,12
9.93,17,30,29,12
9.53,17,30,29,12
10.42,17,30,29,12
10.12,17,30,29,12
9.86,17,30,29,12
10.06,17,30,29,12
10,17,30,29,12
10.04,17,30,29,12
9.94,17,30,29,12
9.94,17,30,29,12
9.99,17,30,29,12
10.17,17,30,29,12
9.84,17,31,32,12
9.98,17,31,32,12
10.34,17,31,32,12
11.38,17,31,46,12
8.27,17,31,46,12
9.99,17,32,56,12
9.99,17,32,56,12
10.06,17,32,63,12
9.99,17,32,63,12
10.24,17,32,70,12
10.31,17,32,70,12
9.44,17,32,77,12
9.97,19,36,77,12
9.79,19,36,80,12
10.01,19,36,80,12
10.27,20,36,83,12
9.71,22,40,83,12
10.18,22,40,88,12
9.99,22,40,88,12
9.99,24,44,99,12
10,25,44,99,12
9.76,26,44,103,12
10.23,29,48,103,12
9.99,20,48,103,12
9.76,20,48,103,12
10,20,48,109,12
10.23,22,53,108,12
9.76,21,53,111,13
10.05,21,53,111,13
9.98,24,60,111,13
10.01,27,60,110,13
10.17,27,60,112,13
9.76,30,67,112,13
10.05,35,67,114,13
10.01,35,67,114,13
10.16,35,67,116,13
9.82,39,75,115,13
9.94,40,75,115,13
10.22,40,75,115,13
10,45,84,118,15
9.8,46,84,118,15
9.95,46,84,117,15
10.01,50,90,117,15
10.04,61,90,120,16
9.98,65,96,120,16
10.34,66,96,119,16
9.61,66,96,118,16
10.23,67,99,119,16
9.78,66,99,119,16
9.98,63,99,118,16
10.08,65,103,118,16
10.14,65,103,118,17
9.75,67,105,118,16
9.98,58,105,117,16
10.07,58,105,117,16
10.3,58,108,118,17
9.63,58,108,118,17
10.02,58,109,116,17
10.04,57,109,116,17
10.18,58,111,118,19
9.67,57,111,118,19
10.04,56,111,116,19
10.05,56,112,116,19
10.23,55,112,117,20
9.63,55,113,117,20
10.01,54,113,116,20
10.11,54,114,116,20
10.03,54,114,118,23
9.83,54,114,118,23
10.01,60,114,118,23
10.11,60,114,118,23
10,59,114,118,24
9.85,59,115,118,23
10.02,58,115,118,23
10.07,59,116,118,23
10.04,60,116,118,24
9.85,60,117,118,24
10.14,60,117,118,24
9.95,61,118,118,24
10.04,61,118,118,24
9.86,61,119,118,24
10.02,63,119,118,24
10.04,62,118,118,24
10.06,62,118,118,24
9.91,63,119,118,24
9.99,62,119,118,24
10.01,62,119,118,24
11.04,62,119,118,24
8.98,62,119,118,24
10,62,119,118,24
10.01,62,119,118,24
10,62,119,117,25
9.81,63,119,117,25
9.99,63,120,117,25
10.23,63,120,117,25
10,63,120,117,25
9.77,63,120,117,25
9.97,63,120,117,25
11.75,62,120,117,25
8.81,62,120,117,25
9.74,62,120,117,25
9.64,62,120,116,25
10.12,62,121,116,25
10.26,62,121,116,25
9.6,62,121,116,25
9.97,62,121,116,25
10.09,63,122,116,25
10.75,63,122,116,25
9.21,63,122,116,25
9.9,63,123,115,25
10.21,63,123,115,25
10,63,122,115,26
9.93,63,122,115,26
9.85,63,122,115,26
10.08,62,123,115,26
10.11,62,123,115,26
9.85,62,123,115,26
9.94,62,123,115,26
10.14,61,123,115,26
10.78,61,123,114,26
9.1,61,122,114,26
9.95,60,122,114,26
10.11,60,122,114,26
10.08,60,122,114,26
11.39,60,122,114,26
8.35,60,122,114,26
10.09,60,122,114,26
10.18,60,122,114,27
9.79,60,122,114,27
9.95,60,122,113,27
10.09,60,121,113,27
10.1,59,121,111,27
9.84,58,121,111,27
9.94,58,121,109,27
10.03,58,121,109,27
10.14,57,120,110,27
9.85,57,120,110,27
9.92,56,120,107,27
10.04,55,117,107,27
10.15,53,117,106,27
9.91,53,117,106,27
10.52,44,116,101,27
9.38,44,116,101,27
10.17,46,114,97,26
9.85,46,114,97,26
10.04,45,112,91,26
11.26,43,112,91,26
9.27,44,111,85,26
9.37,43,109,85,27
10.01,40,109,82,27
9.97,40,107,82,27
9.94,42,107,79,26
10.06,40,102,79,27
10.1,36,99,75,27
9.88,34,99,75,27
10.16,35,96,72,27
9.96,32,96,72,27
9.85,31,93,66,27
9.99,30,93,66,27
10.17,29,90,59,26
11.09,28,88,59,26
8.75,29,88,52,26
9.96,28,86,52,26
10.44,27,86,43,26
9.56,26,83,43,26
10.12,23,83,31,26
9.82,22,79,32,26
10.2,19,79,12,26
9.83,18,76,12,26
9.93,17,76,12,26
10.11,17,77,12,26
10.01,17,77,12,25
9.89,17,74,12,26
10,17,74,12,26
10.07,18,76,12,26
10.01,17,73,12,25
9.89,15,73,12,25
9.97,16,73,12,25
10.49,18,71,12,25
9.6,38,70,12,25
9.93,38,68,12,25
10.01,37,66,12,25
10.38,36,64,12,25
9.68,35,62,12,24
9.88,34,60,12,24
9.99,34,58,12,24
10.01,32,56,12,24
10.06,33,54,12,23
9.9,31,52,13,23
9.96,31,51,13,23
10.1,29,49,13,23
10.08,29,47,13,22
9.83,28,45,14,22
9.99,28,44,14,22
10.15,27,42,14,22
9.97,27,40,14,21
9.83,26,39,15,21
10.02,25,39,15,21
10.07,24,37,16,21
10.04,23,36,16,20
9.81,23,35,16,20
10.04,24,33,17,20
10.07,24,32,17,20
10.1,24,31,18,19
9.76,24,30,18,19
10.01,23,29,18,19
10.08,24,29,18,19
10.1,24,29,18,18
9.82,24,30,19,18
9.97,24,30,19,18
10.1,24,31,20,18
10.08,24,31,20,17
9.79,24,31,20,17
10.01,23,32,20,17
10.04,23,32,20,17
10.12,23,32,20,17
9.79,23,32,20,17
10.03,23,32,20,17
10.13,23,32,20,17
9.87,23,32,20,17
9.95,23,31,20,17
10.08,23,31,21,17
10.03,24,31,21,17
9.97,23,31,21,17
9.85,23,30,21,17
10.01,23,30,21,17
10.1,23,29,21,17
10.07,23,29,21,17
9.8,23,29,21,17
10.98,23,28,21,17
9.07,23,28,21,17
10.12,23,28,21,17
9.78,23,27,21,17
9.99,23,27,21,17
10.07,23,27,21,17
10.12,23,27,21,17
9.8,23,26,21,17
11.67,22,27,21,17
8.38,22,27,21,17
10.34,21,26,21,17
10.08,21,26,21,17
9.53,21,26,21,17
10.12,21,25,21,17
10.02,21,25,21,17
9.95,21,25,21,17
9.81,20,25,21,17
10.1,20,25,21,17
10.08,19,25,21,17
9.87,19,24,22,17
9.92,19,24,22,17
10.1,19,24,22,17
10.13,19,24,22,17
9.84,19,24,22,17
9.93,18,24,22,17
10.09,18,24,22,17
10.08,17,24,22,17
11.35,17,24,22,17
8.42,17,24,22,17
10.2,16,24,22,17
9.99,16,24,22,17
9.85,16,24,22,17
9.96,16,23,22,17
10.07,16,23,22,17
10.12,16,23,22,17
9.87,15,23,22,17
9.86,17,23,22,17
10.07,17,23,22,17
10.16,17,23,22,17
9.83,17,23,22,17
9.92,16,23,22,17
10.68,16,23,22,17
9.54,15,23,22,17
9.9,15,24,22,17
10.2,15,24,22,17
10.09,15,24,22,17
9.77,15,24,22,17
9.82,15,24,22,17
10.08,14,24,22,17
9.9,14,24,23,17
10.13,15,24,23,16
9.86,15,25,23,16
10.05,15,25,23,16
9.9,15,25,23,16
10.19,14,25,23,16
9.8,14,25,23,16
9.99,14,26,23,16
10.03,14,26,23,16
10.14,14,26,23,16
9.83,15,26,23,16
9.99,15,26,23,16
9.97,14,26,24,16
10.17,14,26,24,16
9.84,14,26,24,16
10.02,14,26,24,16
9.95,14,26,24,16
9.92,14,26,24,16
10.1,14,26,24,16
9.96,14,26,24,16
10.22,14,26,24,16
9.89,14,25,24,16
9.88,14,25,24,16
9.98,14,25,24,16
10.01,14,25,24,16
10.12,13,25,24,16
9.88,13,25,24,16
9.95,13,25,24,16
10.1,13,25,24,16
10.04,13,25,24,16
9.87,13,25,24,16
9.96,13,25,24,16
10.11,13,25,24,16
9.99,13,25,24,16
9.9,13,25,24,16
9.97,13,25,24,16
10.08,13,25,24,16
10.01,13,25,24,16
9.89,13,25,24,16
10.01,13,25,24,16
10.03,13,25,24,16
10.02,13,25,24,16
9.91,13,25,24,16
9.98,13,25,24,16
10.07,13,25,24,16
10.01,13,25,24,16
9.91,13,25,24,16
9.96,13,25,24,16
10.11,13,25,24,16
9.98,13,25,24,16
9.92,13,25,24,16
10.01,12,25,24,16
10.04,13,25,24,16
10.09,13,25,24,15
9.86,13,25,24,15
9.93,13,25,24,15
10.1,13,25,24,15
10.06,13,25,24,15
9.78,12,25,24,15
10.11,12,25,24,15
10.01,12,25,24,15
10.06,12,25,24,15
10,12,25,24,15
9.83,12,25,24,15
10.04,12,25,24,15
10.12,12,25,24,16
9.79,11,25,24,16
10,11,25,24,16
10.42,11,25,24,16
9.74,11,25,24,16
9.82,11,25,24,16
9.98,11,25,24,16
10.04,11,25,24,16
10.12,11,25,24,16
9.83,11,25,24,16
9.99,11,25,24,16
10.09,11,25,24,16
10.06,11,25,24,16
9.91,11,25,24,16
10,11,25,24,16
10,11,25,24,16
10.03,11,25,24,16
9.73,11,25,24,16
10.12,11,25,24,16
10.08,11,25,24,16
10.1,12,25,24,15
9.71,12,25,24,15
10.07,12,25,24,15
10.17,12,25,24,15
9.96,12,25,24,15
10.24,12,25,24,15
9.57,12,25,24,15
9.98,12,25,24,15
10.21,12,25,24,15
10.12,12,25,24,15
9.64,12,25,24,15
10.44,12,25,24,15
10.35,12,25,24,15
9.25,12,25,24,15
9.92,12,25,24,15
10.94,11,25,24,15
9.24,11,25,24,16
9.89,11,25,24,16
11.09,11,25,24,16
8.91,11,25,24,16
10.08,11,25,24,16
11.44,11,25,24,16
8.32,11,25,24,16
10.16,11,25,24,16
10.08,12,25,24,15
9.93,12,25,24,15
9.79,12,25,24,15
10.21,12,25,24,15
10.02,12,25,24,15
9.97,11,25,24,15
9.81,12,25,24,15
10.19,12,25,24,15
9.99,12,25,24,16
9.78,11,25,24,16
9.98,11,25,24,16
10.02,11,25,24,16
10.18,11,25,24,16
9.81,11,25,24,16
9.98,11,25,24,16
10.02,11,25,24,16
10.16,11,25,24,16
9.84,11,25,24,16
9.92,11,25,24,16
10.32,11,25,24,16
9.91,11,25,24,16
9.86,11,25,24,16
9.89,11,25,24,16
10.1,11,25,24,16
10.13,11,25,24,16
9.87,11,25,24,16
9.88,11,25,24,16
10.13,11,25,24,16
9.93,12,25,24,15
10.06,12,25,24,15
9.88,12,25,25,15
10.28,12,25,25,15
9.74,12,25,25,15
10.11,12,24,25,15
9.85,12,24,25,15
10.35,12,24,25,15
9.86,12,25,25,15
10.15,12,25,25,15
9.59,12,25,25,15
10.19,12,24,25,15
9.96,12,24,25,15
10.21,12,24,24,15
9.64,12,24,24,15
10.18,12,24,24,15
9.99,11,24,24,15
10.22,11,25,24,15
9.56,11,24,24,15
10.39,11,24,24,15
9.75,11,24,24,15
10.1,11,24,24,15
9.74,11,24,24,15
10.43,11,24,24,15
9.67,11,24,24,15
10.17,11,24,24,15
10.07,11,24,24,15
10.07,11,24,24,15
9.63,11,24,24,15
10.41,11,25,24,15
10.15,11,25,24,15
9.66,11,25,24,15
9.73,11,25,24,15
11.57,11,25,24,15
8.3,11,25,24,15
10.64,11,25,24,15
9.49,11,25,24,15
10.44,11,25,24,15
9.4,11,25,24,15
10.59,11,25,24,15
9.52,11,25,24,15
10.56,11,25,24,15
9.29,11,25,24,15
10.67,11,25,24,15
9.42,11,25,24,15
10.38,11,25,24,15
9.53,11,25,24,15
10.56,11,25,24,15
9.76,11,25,24,15
10.33,11,25,24,15
9.36,11,25,24,15
10.7,11,25,24,15
9.39,11,25,24,15
10.5,11,25,24,15
9.33,11,25,25,15
10.55,11,25,25,15
9.6,11,25,25,15
10.49,12,25,25,15
9.32,12,25,25,15
10.77,12,25,25,15
9.36,11,25,25,15
10.92,11,25,25,15
8.91,11,25,25,15
10.79,11,25,25,15
9.38,11,25,25,15
10.5,11,25,25,15
9.32,11,25,25,15
10.76,11,25,25,15
9.37,11,25,25,15
10.5,11,25,25,15
9.24,11,25,25,15
10.86,11,25,25,15
9.34,11,25,25,15
10.61,11,26,25,15
9.21,11,26,25,15
10.87,11,26,25,15
9.33,11,25,25,15
10.48,11,25,25,15
9.68,11,25,25,15
10.42,11,26,25,15
9.43,11,26,25,15
10.42,11,26,25,15
9.48,11,26,25,15
10.78,11,26,25,15
9.19,11,26,25,15
10.52,11,26,25,15
10.99,12,26,25,15
9.07,12,26,25,15
9.41,12,26,25,14
10.5,12,26,25,14
8.93,12,26,25,14
11.19,12,26,25,14
9.32,12,26,25,14
10.52,12,26,25,14
9.27,12,26,25,14
10.88,13,26,25,14
9.34,13,26,25,14
10.49,13,26,25,14
9.27,13,26,25,14
10.77,13,26,25,14
9.49,13,26,25,14
9.71,13,26,25,14
10.03,13,26,25,14
10.75,13,26,25,14
9.33,13,26,25,14
10.7,13,26,25,14
9.15,13,26,25,14
10.78,13,26,25,14
10.93,13,26,25,14
8.31,13,26,25,14
9.93,13,26,25,14
10.09,13,26,25,14
