Physic_1,Physic_2,Physic_3,Physic_4
75,13,15,33
76,12,15,33
77,12,15,33
79,12,15,33
82,12,15,34
85,12,15,34
85,12,15,33
84,13,15,33
83,13,15,33
83,13,14,33
83,12,14,33
84,12,14,33
85,12,14,34
87,12,14,34
89,12,13,34
89,12,13,33
89,12,13,33
89,12,13,33
90,12,13,33
91,12,13,33
92,12,13,34
93,12,13,34
94,12,13,34
93,12,13,34
93,12,12,33
92,12,12,33
92,12,12,33
93,12,12,33
93,12,12,33
94,12,12,33
94,12,12,33
94,12,12,34
97,12,12,36
102,12,12,36
105,12,12,36
108,13,11,36
111,13,11,36
113,13,11,36
114,13,11,36
116,14,11,36
117,14,11,36
118,14,11,36
119,14,11,36
120,15,11,36
121,15,11,36
123,15,11,37
125,15,11,37
127,15,11,37
130,15,11,38
134,15,11,38
139,15,12,39
145,16,12,41
158,16,12,43
168,17,12,44
176,19,12,44
178,21,12,44
179,21,13,44
182,22,13,45
182,22,14,45
185,23,14,45
186,23,15,45
186,23,15,45
187,23,16,46
188,23,16,46
188,23,17,47
192,24,17,47
193,24,17,47
192,24,18,47
191,25,18,47
190,25,19,47
190,25,19,47
190,25,19,47
191,25,19,47
190,25,20,47
191,24,20,47
194,22,20,47
196,21,21,46
197,21,21,46
196,21,21,42
178,20,22,36
149,21,22,33
129,21,22,33
111,19,22,33
101,18,22,33
96,18,22,34
91,18,22,34
86,18,22,33
81,17,22,33
76,17,22,33
76,18,22,35
81,18,22,35
84,18,22,35
87,18,22,35
89,18,22,36
92,18,22,36
94,18,22,36
96,19,22,36
97,19,22,36
97,19,22,36
98,19,22,36
99,19,22,36
100,19,22,36
101,19,22,36
102,19,22,37
103,19,22,37
105,18,22,37
108,17,22,37
111,17,22,37
113,17,22,37
115,17,22,37
117,17,22,37
119,17,22,37
121,17,22,37
122,17,22,37
123,17,22,37
124,18,22,38
125,18,22,38
125,18,22,38
125,18,23,38
125,18,23,38
125,18,23,38
125,18,23,38
125,19,23,34
114,19,23,33
99,20,23,33
90,19,23,33
85,18,23,33
81,18,23,33
79,17,23,34
78,17,23,34
76,17,22,33
72,17,22,33
70,17,22,33
69,17,22,33
68,17,22,33
66,17,22,33
66,17,22,33
65,16,22,33
65,16,22,33
65,16,22,33
64,16,22,33
64,16,21,33
64,16,21,33
65,16,21,33
65,16,20,33
65,15,20,33
66,15,19,33
67,15,19,33
67,15,18,33
68,14,18,33
69,14,17,33
70,14,17,33
71,13,16,33
73,13,16,33
75,13,16,33
76,13,15,33
77,13,15,33
79,12,14,33
80,12,14,33
81,12,14,33
83,12,13,34
85,12,13,34
88,11,13,34
89,11,13,34
92,11,12,34
93,11,12,34
95,11,12,34
95,11,12,34
96,12,12,34
95,12,12,33
94,12,12,33
94,11,12,33
94,11,12,33
95,11,12,33
96,11,12,33
96,11,12,33
97,11,12,33
97,11,12,33
97,11,12,33
97,11,12,33
97,12,12,35
100,12,12,36
106,12,12,36
109,13,12,37
114,13,12,38
121,14,12,39
129,14,12,40
140,15,12,41
149,16,12,42
159,17,12,42
166,18,12,43
173,19,12,43
175,20,12,43
176,21,12,44
177,21,13,44
179,21,13,44
180,22,13,44
180,22,14,44
181,23,14,45
182,23,14,45
182,23,15,45
183,23,15,45
182,23,15,45
183,23,16,45
182,23,16,45
175,23,16,39
158,22,17,35
134,21,17,34
118,20,17,34
108,18,17,34
104,16,17,35
104,15,17,36
105,15,17,36
102,14,17,34
99,14,17,33
94,14,17,33
91,14,16,33
87,13,16,32
85,13,15,33
84,13,15,33
84,12,14,33
84,12,14,33
84,12,13,33
84,12,13,33
84,11,12,33
86,11,12,33
88,11,11,34
91,11,11,34
95,10,10,34
98,10,10,34
100,10,10,34
100,11,10,33
100,11,10,33
99,11,10,33
98,11,10,33
98,11,9,34
103,11,9,36
108,11,10,36
114,12,11,36
119,13,10,41
154,14,10,51
197,16,10,55
226,20,10,64
237,25,11,68
239,27,11,70
235,29,11,68
232,30,12,68
232,31,13,69
233,31,13,69
232,31,14,69
229,31,15,65
217,31,15,53
194,30,16,47
188,27,17,47
184,26,17,46
182,25,17,46
183,24,18,46
182,24,18,45
181,24,19,45
177,24,19,39
152,23,19,34
128,22,19,33
113,21,19,33
101,18,19,34
99,17,20,36
100,17,20,36
99,17,20,34
94,16,19,33
87,16,19,33
83,16,19,33
79,15,19,33
77,15,19,33
76,15,19,33
75,15,19,33
74,14,19,33
73,14,19,33
72,14,19,33
71,14,19,33
71,14,19,33
70,14,18,33
70,14,19,33
70,14,18,33
70,14,18,33
70,14,18,33
71,14,17,33
71,14,17,33
71,14,17,33
72,14,17,33
72,13,17,33
73,13,17,33
73,13,16,33
74,13,16,33
75,13,16,33
76,13,16,33
76,13,16,33
76,13,16,33
77,13,16,33
77,13,16,33
77,13,16,33
78,13,16,33
78,13,16,33
78,13,16,33
78,13,16,33
78,13,16,33
78,13,16,33
80,13,16,35
87,13,16,36
94,14,16,37
104,14,16,38
112,15,16,39
123,15,16,41
138,16,16,42
148,17,16,43
161,18,16,43
169,19,16,43
173,20,16,43
174,21,16,44
177,21,16,44
179,22,17,44
179,22,17,44
180,23,17,44
181,23,17,45
181,23,17,45
182,23,18,45
182,24,18,45
168,23,18,36
141,23,18,34
120,21,18,34
108,19,19,34
105,17,19,36
105,16,18,36
105,17,18,36
102,17,18,35
102,17,18,36
106,16,18,37
110,16,18,37
114,16,18,35
105,16,18,32
97,16,17,32
90,15,17,32
86,14,17,33
86,14,17,34
87,14,16,34
85,14,16,33
83,14,16,33
86,14,16,36
91,14,15,36
97,14,15,36
103,14,15,37
108,14,15,37
113,14,14,37
119,14,14,37
123,15,14,38
127,15,14,38
130,15,14,38
134,16,13,38
138,16,13,38
141,16,13,38
143,16,13,38
145,16,13,38
146,16,13,38
147,17,13,39
148,17,13,39
150,17,13,39
150,17,12,39
151,17,12,39
151,18,12,39
150,18,13,39
150,18,13,39
150,18,13,39
150,18,13,39
150,18,13,39
149,18,13,39
149,18,13,39
149,18,13,39
148,18,13,39
148,18,14,39
147,19,14,39
146,19,14,39
145,19,14,39
144,19,15,39
143,19,15,39
141,19,15,39
140,19,16,35
125,19,16,33
112,17,16,33
106,16,16,33
100,15,17,34
100,15,17,35
99,15,17,33
95,15,18,33
91,14,18,33
87,14,18,33
84,14,18,33
82,14,18,33
80,14,18,33
79,14,18,33
78,14,18,33
77,14,18,33
76,14,18,33
76,14,18,33
75,14,18,33
75,14,17,33
74,14,17,33
74,14,17,33
74,14,17,33
74,14,17,33
74,14,17,33
74,14,17,33
74,14,16,33
75,13,16,33
75,13,16,33
76,13,16,33
76,13,16,33
76,13,16,33
76,13,16,33
77,13,16,33
77,13,16,33
78,13,16,36
84,13,16,37
93,14,16,38
107,15,16,38
115,15,16,40
127,16,16,41
140,16,16,41
150,17,16,41
156,18,16,41
159,19,16,42
161,20,17,42
162,20,17,42
163,21,17,42
164,21,17,42
166,21,17,43
164,21,17,38
145,21,18,34
122,20,18,34
111,18,18,34
103,17,18,35
103,16,18,36
103,15,18,36
103,15,18,34
99,15,18,34
95,15,18,33
90,14,18,33
87,14,17,33
84,14,17,32
82,14,17,32
80,14,17,33
80,13,17,33
79,14,17,33
78,13,17,33
78,13,16,33
77,13,16,33
77,13,16,33
77,13,16,33
77,13,16,33
77,13,16,33
77,13,15,33
77,13,15,33
77,13,15,33
77,13,15,33
77,12,15,33
79,12,14,33
80,12,14,33
81,12,14,33
82,12,14,33
83,12,14,33
83,12,13,33
84,12,13,33
85,12,13,33
85,12,13,33
86,12,13,33
86,12,13,33
86,12,13,33
87,12,13,33
87,12,13,33
87,12,13,33
87,12,13,33
87,12,13,33
87,12,13,33
87,12,13,33
87,12,13,33
88,12,13,33
88,12,13,33
88,12,13,33
88,12,13,33
88,12,13,33
88,12,13,33
88,12,13,33
88,12,13,33
89,11,12,33
90,11,12,33
91,11,12,36
99,12,12,36
104,12,12,38
115,12,12,40
128,13,12,40
138,15,12,42
149,16,12,43
164,17,12,45
178,19,12,45
185,20,12,45
187,21,12,46
195,22,13,49
194,23,13,40
169,23,13,37
145,22,13,34
127,20,13,34
116,17,13,34
113,15,13,36
114,14,13,36
116,13,13,36
117,13,13,35
115,13,13,34
112,12,13,33
107,12,12,33
108,13,12,36
112,14,12,37
119,14,12,38
125,15,12,38
130,15,12,38
134,15,12,39
141,16,12,39
145,16,13,40
150,17,13,40
153,17,13,40
156,17,13,40
157,18,13,40
158,18,13,40
158,19,13,40
158,19,13,40
157,19,14,40
156,20,14,40
155,20,14,40
154,20,15,41
155,20,15,41
155,20,15,41
154,20,15,41
154,20,16,41
156,20,16,41
158,20,16,42
159,21,16,42
160,21,17,43
165,21,17,43
168,21,17,44
173,22,17,44
176,22,18,44
177,23,18,44
178,23,18,44
178,23,18,44
178,23,19,44
178,23,19,43
157,23,19,35
131,22,20,34
116,20,20,34
106,19,20,35
104,17,20,36
103,17,20,36
102,17,20,35
96,16,20,33
91,16,20,33
85,16,20,33
82,16,20,32
77,15,20,32
75,15,20,32
74,15,19,32
72,15,19,32
71,15,19,35
76,15,19,36
86,15,19,37
93,16,19,37
100,16,19,37
103,17,19,37
107,17,19,37
106,17,19,33
98,17,19,33
90,17,19,33
84,16,19,33
82,15,19,33
82,15,19,34
82,15,19,34
81,15,19,33
79,14,18,33
77,14,18,33
76,14,18,33
75,14,18,33
75,14,18,33
74,14,18,33
74,14,18,33
73,14,18,33
73,14,18,33
75,14,18,36
82,14,18,37
91,15,18,38
101,15,18,42
130,16,18,48
172,18,18,51
190,21,18,49
193,24,18,49
202,24,18,53
207,25,19,53
206,26,19,53
197,27,20,43
173,26,20,40
157,23,20,36
140,21,21,36
128,20,21,36
120,19,21,36
114,18,21,36
109,18,21,36
104,17,21,34
96,17,21,33
91,17,21,33
86,18,21,34
87,18,21,36
92,18,21,36
97,18,21,35
90,18,21,33
83,18,21,33
78,17,21,33
76,16,21,33
74,16,21,33
74,16,21,33
74,16,21,33
72,15,20,33
70,15,20,33
69,15,20,33
68,15,20,33
67,15,19,33
67,15,19,33
67,15,19,33
67,15,19,33
67,14,18,33
68,14,18,33
69,14,17,33
71,14,17,33
73,13,17,33
74,13,16,33
75,13,16,33
74,13,16,33
74,13,15,33
75,13,15,33
75,13,15,33
77,12,15,33
80,12,14,33
82,12,14,33
82,12,14,33
82,12,15,33
86,13,15,36
93,13,15,36
100,14,15,37
105,14,15,37
115,14,15,44
149,15,15,50
190,18,15,52
206,21,15,53
209,24,15,54
213,25,16,55
213,26,16,55
209,27,17,55
206,28,17,55
203,28,18,54
202,28,18,54
183,28,19,42
158,26,19,39
142,24,19,37
128,22,20,37
118,21,20,36
113,20,20,36
110,19,20,37
115,18,20,38
121,18,20,39
128,18,20,40
133,19,20,40
139,19,20,41
146,18,20,41
154,17,20,41
161,17,21,41
164,17,21,41
168,18,21,41
170,18,21,35
151,18,21,33
131,19,21,33
115,19,21,33
106,18,21,33
99,17,21,33
93,17,21,33
89,17,21,33
84,16,21,33
79,16,21,33
77,16,21,33
74,16,21,33
72,16,20,33
71,16,21,33
69,15,20,33
69,15,20,33
68,15,20,33
67,15,20,33
67,15,20,33
67,15,20,33
67,15,20,33
66,15,20,33
66,15,20,33
67,15,19,33
67,15,19,33
67,14,19,33
67,14,19,33
68,14,19,33
68,14,19,33
70,14,18,33
71,14,18,33
71,14,18,33
72,14,18,33
72,14,18,33
73,14,17,33
73,13,17,33
73,13,17,33
73,13,17,33
74,13,16,33
74,13,16,33
74,13,16,33
75,13,16,33
76,13,15,33
77,12,14,33
78,12,14,33
79,12,13,33
82,12,13,34
83,11,13,34
86,11,13,34
87,11,13,34
89,11,13,34
90,12,13,34
91,12,13,34
92,12,13,34
92,12,13,33
91,12,13,33
91,12,13,33
91,12,12,33
91,12,12,33
91,11,12,33
92,11,12,33
92,11,12,33
92,11,12,33
92,11,12,33
94,11,11,34
96,11,11,34
97,11,11,34
99,11,11,34
102,11,11,35
105,11,11,34
105,11,11,34
103,11,11,34
103,11,10,34
103,11,11,34
104,11,10,34
105,11,10,34
105,11,10,34
105,11,10,34
105,11,10,34
106,11,10,33
103,11,10,33
102,11,10,33
101,11,10,33
100,11,10,33
99,11,10,33
99,11,10,33
99,11,10,33
99,11,10,33
100,11,10,33
100,11,10,33
101,11,9,33
100,11,9,33
100,11,9,33
100,11,9,33
100,11,9,33
100,11,9,33
100,11,9,35
105,11,9,36
109,12,9,37
117,12,9,38
125,13,9,40
134,14,9,41
145,15,9,43
162,17,10,46
180,19,10,47
190,21,10,49
199,23,10,52
206,25,11,54
209,26,11,54
206,27,12,54
202,28,12,54
201,28,13,53
199,28,14,53
199,28,14,53
198,28,15,53
193,28,16,44
170,26,16,40
155,24,17,39
141,22,17,36
126,20,18,35
116,18,18,35
112,17,18,36
111,16,18,36
110,16,18,36
107,15,18,34
101,15,18,33
96,15,18,33
91,15,18,34
93,16,18,37
102,16,18,38
114,16,18,42
134,17,18,43
153,18,18,45
167,19,18,45
174,21,18,45
179,22,18,46
186,23,18,47
190,24,19,47
192,24,19,47
193,25,19,48
193,25,20,48
194,23,20,43
175,21,20,37
152,21,21,36
134,21,21,34
116,19,21,34
107,18,21,35
105,18,21,35
102,17,21,35
96,17,21,33
89,17,21,33
85,17,21,33
80,16,21,33
77,16,21,33
74,16,21,33
73,15,21,33
71,15,21,33
70,15,20,33
70,15,20,33
69,15,20,33
68,15,20,33
68,15,20,33
67,15,20,33
67,15,19,33
67,15,19,33
67,15,19,33
67,14,19,33
67,14,18,33
68,14,18,33
68,14,18,33
69,14,17,33
71,13,17,33
72,13,17,33
73,13,17,33
73,13,17,33
73,14,17,33
73,14,17,33
73,13,17,33
73,14,17,33
74,13,17,33
74,13,17,33
75,13,17,33
75,13,17,33
75,13,17,33
75,14,17,33
76,13,17,33
75,13,17,33
76,13,16,33
76,13,16,33
76,13,16,33
76,13,16,33
76,13,16,33
77,13,16,33
77,13,16,33
77,13,16,33
77,13,16,33
77,13,15,33
77,13,15,33
78,13,15,33
79,12,14,33
79,12,14,33
80,12,14,33
81,12,14,33
82,12,14,33
83,12,14,33
85,12,13,33
85,12,13,33
86,12,13,33
87,12,13,33
87,12,13,33
87,12,13,33
87,12,13,33
88,12,13,33
88,12,13,33
88,12,13,33
88,12,13,33
88,12,13,33
88,12,13,33
88,12,13,33
88,12,13,33
88,12,13,33
88,12,13,33
88,12,13,33
88,12,13,33
88,12,13,33
88,12,13,33
88,12,13,33
87,12,13,33
87,12,13,33
87,12,13,33
87,12,13,33
87,12,13,33
87,12,13,33
87,12,13,33
87,12,13,33
87,12,13,33
87,12,13,33
88,12,13,33
88,12,13,33
88,12,13,33
89,11,13,33
91,11,12,34
93,11,12,34
94,11,12,33
93,11,12,33
93,12,12,33
92,12,12,33
92,12,12,33
92,12,12,33
92,11,12,33
91,11,12,33
90,12,12,33
90,11,12,33
91,11,12,33
92,11,12,33
93,11,12,33
94,11,11,33
94,11,11,33
95,11,11,33
95,11,11,33
95,11,11,33
96,11,11,33
96,11,10,33
96,11,10,33
97,11,10,33
97,11,10,33
97,11,10,33
98,11,10,33
98,11,10,33
98,11,10,33
99,11,10,36
104,11,9,36
109,12,10,36
111,12,10,36
113,13,10,36
113,13,10,36
114,14,10,36
114,14,10,36
115,14,10,36
116,14,10,36
117,14,10,36
118,14,10,36
119,14,10,36
120,14,10,36
121,14,10,36
121,14,10,36
121,14,10,36
122,14,10,36
122,14,10,36
122,14,10,36
122,14,10,36
123,14,10,36
123,14,10,36
123,14,11,36
123,14,11,36
123,14,11,36
123,15,11,36
121,15,11,32
111,15,11,32
103,14,11,32
99,12,11,33
99,12,11,34
100,11,11,34
102,11,11,34
102,11,11,33
101,11,11,33
100,11,11,33
99,11,10,33
98,11,10,33
97,11,10,33
97,11,10,33
97,11,10,33
97,11,10,33
97,11,9,33
98,11,9,33
99,11,9,34
102,10,9,34
104,10,9,35
108,11,9,35
110,11,9,34
108,11,9,34
107,11,8,33
104,11,8,33
102,11,8,33
100,11,8,33
98,11,9,33
97,11,9,33
96,11,8,33
95,11,8,33
96,12,8,36
102,12,8,39
125,12,7,47
171,14,7,51
199,18,8,51
210,23,9,55
216,27,9,59
219,28,9,58
197,29,10,44
170,28,11,39
139,26,12,35
119,24,12,34
105,23,12,35
97,22,12,34
87,21,12,33
81,20,12,33
77,18,12,33
78,16,12,34
82,15,12,35
88,14,12,36
95,14,12,36
103,15,12,37
110,15,12,38
124,17,12,42
135,17,12,43
149,18,12,43
158,19,12,43
164,20,13,43
166,21,13,43
170,22,13,44
174,22,13,44
176,23,13,44
179,22,14,45
184,20,14,45
187,20,15,44
187,20,15,43
173,20,15,36
150,20,16,33
125,20,16,33
111,19,16,33
102,19,16,33
93,18,16,33
87,18,16,33
83,19,15,36
86,19,15,38
95,20,15,40
109,20,15,40
117,20,15,40
125,21,15,41
131,21,16,41
137,21,16,42
141,21,16,42
146,22,16,42
141,22,16,39
131,20,16,34
114,21,16,34
100,22,17,34
93,22,16,34
86,21,17,34
81,21,17,34
78,21,17,34
75,20,16,34
72,20,16,34
70,20,17,34
68,20,17,34
68,19,16,36
73,19,16,36
78,19,16,36
82,19,16,36
85,19,16,37
93,20,16,39
100,20,16,39
108,21,16,39
113,21,16,40
121,21,16,42
129,22,16,42
136,22,16,42
144,23,17,43
148,23,17,43
153,23,17,43
159,22,17,43
161,21,18,43
164,22,18,43
164,22,18,43
166,22,18,43
166,22,19,43
165,22,19,40
153,22,19,39
136,22,19,34
117,22,19,34
103,22,19,34
94,22,19,34
86,22,19,34
80,21,19,34
75,21,19,34
71,21,19,34
68,21,19,34
65,20,18,34
63,20,18,34
62,20,18,34
64,20,18,35
69,20,18,36
73,21,18,36
78,21,18,37
81,21,18,38
89,21,17,38
93,22,17,38
98,22,17,38
101,22,17,38
104,22,17,38
110,22,17,41
119,22,17,41
126,22,17,41
131,22,17,41
135,22,17,41
139,22,17,41
135,22,17,36
117,21,16,34
105,21,16,34
94,19,16,34
90,19,16,35
87,19,15,35
85,18,15,34
82,18,15,34
80,17,14,34
78,17,14,34
81,17,14,39
99,18,13,42
116,18,13,42
130,19,13,42
139,19,13,42
147,20,13,42
152,20,13,42
158,21,13,43
162,21,13,43
165,21,13,43
163,22,13,42
162,22,13,42
155,22,13,35
132,21,13,34
117,19,13,34
108,18,13,35
105,18,13,36
103,17,13,35
98,17,13,34
92,17,13,33
86,16,13,33
83,16,13,33
79,16,13,33
77,16,13,33
75,15,13,33
72,15,13,32
71,15,13,32
69,15,13,32
68,16,13,32
67,16,13,32
66,16,13,33
66,16,13,33
66,16,13,33
66,16,13,33
66,16,14,33
65,16,14,33
65,16,14,33
65,16,14,33
65,16,14,33
65,16,15,33
65,17,15,33
65,17,15,33
65,17,15,33
65,17,15,34
66,17,16,34
69,17,16,35
74,18,16,36
80,18,16,36
86,19,16,37
93,20,16,38
99,20,16,39
107,21,17,39
111,22,17,40
117,22,17,40
122,22,17,40
124,22,17,41
130,22,17,41
121,23,17,35
106,22,17,34
95,21,17,34
88,20,17,34
84,20,17,34
80,19,17,34
78,19,17,34
76,19,17,34
74,19,17,33
71,19,17,33
68,18,17,33
67,18,17,33
66,18,16,33
65,18,16,33
65,18,16,33
65,18,16,33
64,18,16,33
65,18,16,33
64,18,16,33
64,18,16,36
71,18,16,38
83,18,16,38
94,18,16,38
101,19,15,38
106,20,16,38
108,21,16,39
112,20,15,39
116,20,16,39
118,20,16,39
120,21,16,39
122,21,16,39
124,21,16,39
125,21,16,39
126,20,16,39
129,19,16,39
132,19,16,39
134,19,17,39
134,20,17,39
134,20,17,39
134,20,17,39
134,20,17,39
135,20,17,40
129,21,17,36
115,22,17,34
101,22,17,34
91,21,17,34
86,20,17,34
80,20,17,34
77,19,17,34
75,19,17,34
73,19,17,34
71,19,17,34
68,19,17,34
67,19,17,34
66,18,17,33
65,18,17,33
64,18,17,33
63,18,16,33
63,18,16,33
63,18,16,33
63,18,16,33
63,17,16,33
63,17,16,33
63,17,16,33
63,17,16,33
63,17,15,33
64,17,15,33
63,17,15,33
64,17,15,33
64,17,15,33
64,17,15,33
65,16,14,33
65,16,14,33
65,16,14,33
66,16,14,33
66,16,14,33
67,15,13,33
67,15,13,33
67,15,13,33
67,15,13,33
68,15,13,33
69,14,13,33
71,14,12,34
73,14,12,34
74,14,12,33
73,14,12,33
73,14,12,33
73,14,11,33
74,14,11,33
74,14,11,35
81,14,11,36
90,14,11,38
99,15,11,38
107,15,11,38
113,16,11,38
129,16,11,44
157,17,11,49
183,19,11,47
186,22,11,46
190,23,11,48
195,23,11,48
198,24,12,49
199,25,12,47
176,25,12,39
149,23,13,34
127,21,13,34
115,19,13,35
111,17,13,36
109,17,13,36
108,17,13,35
101,17,13,34
93,17,13,33
88,16,13,33
83,16,12,33
81,15,12,33
79,15,12,33
78,15,12,33
76,15,12,34
80,15,12,36
89,16,12,38
98,16,12,38
110,17,12,40
122,18,12,40
133,18,12,41
144,19,12,42
150,19,12,42
154,20,12,42
156,21,13,42
158,21,13,42
161,20,13,43
168,18,14,43
175,18,14,43
178,18,14,43
180,19,15,43
180,19,15,43
179,19,16,43
175,20,16,38
154,20,16,34
130,20,16,34
116,20,16,34
104,20,16,34
93,19,16,34
87,19,16,34
82,18,16,34
79,18,16,33
75,18,16,33
72,18,16,33
70,18,16,33
69,17,16,33
67,17,16,33
66,17,16,33
66,17,16,33
65,17,16,33
65,17,16,33
64,17,16,33
66,17,15,36
77,17,15,38
87,18,15,38
97,18,15,39
110,19,15,40
119,20,15,41
125,21,15,41
133,21,15,41
139,21,15,42
144,21,16,42
147,22,16,42
151,22,16,42
153,22,16,42
158,21,16,42
161,20,16,42
163,20,17,42
160,21,17,39
141,21,17,35
124,22,17,34
108,21,17,34
98,21,18,34
90,20,17,34
84,20,18,34
80,20,17,34
76,19,17,34
73,19,17,34
71,19,17,34
69,19,17,34
68,19,17,36
74,19,17,36
79,20,17,36
83,20,16,37
86,20,16,38
93,21,16,38
97,21,16,38
99,21,16,38
102,21,17,38
103,21,17,38
106,21,17,38
107,21,17,38
108,21,17,38
104,22,17,35
95,21,17,34
86,20,17,34
81,19,17,34
79,19,17,34
78,19,17,34
77,18,17,34
76,18,16,33
72,18,16,33
70,18,16,33
69,18,16,33
67,18,16,33
67,18,16,33
66,18,16,33
66,17,16,33
65,17,16,33
65,17,16,33
65,17,16,33
65,17,16,33
64,17,16,33
65,17,15,33
64,17,15,33
64,17,15,33
66,17,15,35
74,17,15,36
81,17,15,37
91,18,15,38
98,19,15,38
103,19,15,38
105,20,15,38
108,20,15,38
110,20,15,36
101,20,15,34
93,19,15,34
87,18,15,34
84,17,15,34
83,17,15,34
82,17,15,34
78,17,15,33
75,17,15,33
73,17,15,33
71,17,15,33
70,17,15,33
69,17,15,33
68,16,15,33
68,16,14,33
67,16,14,33
67,16,14,33
67,16,14,33
67,16,14,33
67,16,14,33
67,15,14,33
67,15,13,33
67,15,13,33
68,15,13,33
68,15,13,33
68,15,13,33
69,15,13,33
69,15,13,33
69,15,13,33
70,15,12,33
70,15,12,33
71,14,12,33
71,14,12,33
71,14,12,33
75,14,12,36
84,14,12,38
94,15,12,38
103,16,12,40
117,17,12,40
127,17,12,40
134,18,13,41
141,18,13,41
148,19,13,41
153,19,13,42
156,20,13,42
157,21,13,42
159,20,14,43
163,19,14,41
165,18,14,41
166,17,14,41
166,18,14,41
166,18,15,41
166,18,15,41
166,18,15,41
155,19,15,35
135,19,15,34
120,19,15,34
108,19,15,34
100,19,15,34
93,18,15,34
88,18,15,34
84,17,15,33
79,17,15,33
75,17,15,33
73,17,15,33
71,17,15,33
69,17,15,33
68,17,15,33
67,17,15,33
67,16,15,33
67,17,15,36
77,17,14,38
90,17,14,39
106,18,14,41
126,19,14,44
146,21,14,46
164,22,15,47
179,23,15,48
187,24,15,48
191,25,15,48
192,25,16,48
185,23,16,39
162,22,17,35
135,22,17,34
116,21,17,34
104,20,17,34
94,20,17,34
87,20,17,34
82,20,17,34
77,19,17,34
74,18,17,34
72,18,17,34
70,18,17,34
68,18,16,33
66,18,16,33
64,18,16,33
63,18,16,33
62,18,16,33
62,18,16,33
61,18,16,33
61,18,16,33
62,18,16,33
62,17,16,33
62,17,16,33
62,17,16,33
62,17,16,33
62,17,16,33
63,17,16,33
64,17,15,33
65,17,15,33
65,17,15,33
68,17,15,36
76,17,15,37
84,18,15,37
87,18,15,34
81,19,15,33
77,18,15,33
74,17,15,33
72,17,15,33
72,17,15,34
72,16,15,34
72,16,15,34
72,16,15,34
72,16,14,34
71,16,14,33
69,16,14,33
68,16,14,33
67,16,14,33
66,16,14,33
66,16,14,33
66,16,13,33
66,16,13,33
66,15,13,33
66,15,13,33
67,15,13,33
67,15,13,33
68,14,13,33
69,14,12,34
72,14,12,34
73,14,12,33
73,14,12,33
73,14,11,33
74,14,11,33
74,14,11,33
75,13,11,33
76,13,11,33
76,13,11,33
77,13,10,33
79,12,10,33
81,12,10,33
81,12,10,33
82,12,10,33
82,12,9,33
82,12,9,33
83,12,9,33
84,12,9,33
85,12,9,33
86,12,9,34
88,11,9,34
90,11,8,34
93,11,8,34
94,11,8,34
96,11,8,34
97,11,8,34
97,11,8,34
96,12,8,34
96,12,8,35
100,12,8,35
102,13,8,35
104,13,8,35
105,14,8,35
106,14,8,35
106,15,8,35
107,15,8,36
108,15,8,36
108,16,8,36
108,16,8,36
107,17,8,36
106,17,8,36
105,17,8,36
104,18,8,36
102,18,8,36
101,18,8,36
99,18,8,36
97,19,8,36
95,19,8,36
93,18,8,36
93,18,8,36
95,18,8,37
103,18,8,41
125,18,8,46
153,20,8,47
